,hi-en,hi
3186,defensive,डिफेंसिव
3187,bhilaayi,भिलाई
3188,meritime,मैर‍िटाइम
3189,ronak,रौनक
3190,shatrughan,शत्रुघ्न
3191,pik,पिक
3192,poket,पॉकेट
3193,bargaadi,बरगाड़ी
3194,ritu,ऋतु
3195,char,चार
3196,aabid,आबिद
3197,saibil,सायबिल
3198,yamamah,यमामाह
3199,wilingdon,विलिंगडन
3200,magic,मैजिक
3201,johnson,जॉनसन
3202,viniya,विनया
3203,alaurakh,अलौरख
3204,malhaar,मल्हार
3205,basketbaal,बास्केटबॉल
3206,haul,हॉल
3207,fem,फेम
3208,araavankud,अरावांकडु
3209,sunderbans,सुंदरबन्स
3210,aparnaa,अपर्णा
3211,farnz,फ़्रांज़
3212,haniyal,हेनीयल
3213,connecticut,कनेक्टीकट
3214,championship,चैंपियनशिप
3215,inn,इन
3216,bathlan,बैथलन
3217,irun,आइरन
3218,misar,मिसर
3219,prudence,प्रुडेंस
3220,bhagyaraj,भाग्यराज
3221,kat,केट
3222,albela,अलबेला
3223,mastana,मस्ताना
3224,dindori,डिण्डोरी
3225,baalika,बालिका
3226,sadagoppan,सदागोप्पन
3227,ramesh,रमेश
3228,admand,एडमंड
3229,naaygraa,नायग्रा
3230,taalib,तालिब
3231,gaireth,गैरेथ
3232,web,वेब
3233,iaan,इआन
3234,bredshaa,ब्रेडशॉ
3235,sula,सुला
3236,kelp,सिवार
3237,anthony,एंथनी
3238,dressmaking,सीवान
3239,camila,कैमिला
3240,sigmund,सिगमंड
3241,freud,फ़्रुड
3242,chate,चाटे
3243,janda,जांदा
3244,philis,फिलिस
3245,bhogpur,भोगपुर
3246,serval,सरवल
3247,shailendra,शैलेन्द्र
3248,ranade,रानाडे
3249,aarti,आरती
3250,ashley,ऐश्ले
3251,silva,सिल्वा
3252,mubin,मुबीन
3253,jakirah,ज़कीराह
3254,asmi,असमी
3255,alcohorn,एल्कहॉर्न
3256,barchi,बारची
3257,chetan,चैतन
3258,mill,मिल
3259,gai,गई
3260,mujhe,मुझे
3261,etbar,एतबार
3262,shalab,शलभ
3263,mimjonet,मिंजोनेट
3264,carlesley,कार्लिस्ले
3265,nootjotin,नुटज़ोटिन
3266,lapalikar,लपालीकर
3267,masada,मसाडा
3268,vasu,वसु
3269,ueberroth,युबेरोथ
3270,manindra,मणिंद्र
3271,erzherzog,अर्ज़रज़ोग
3272,carl,कार्ल
3273,ratnajyoti,रत्नज्योति
3274,mclaughlin,लाफलिन
3275,archana,अर्चना
3276,kathirah,कथिराह
3277,adishvar,आदिश्वर
3278,kaaf,कॉक
3279,asay,अक्षय
3280,menard,मेनार्ड
3281,alice,एलिस
3282,koro,कोरो
3283,abhihit,अभिहित
3284,block,ब्लॉक
3285,bero,बैरॉ
3286,ilaka,इलाका
3287,daniel,डेनियल
3288,najih,नज़ीह
3289,sageena,सगीना
3290,filmor,फिल्मोर
3291,english,इंग्लिश
3292,tango,टैंगो
3293,jamshedpur,जमशेदपुर
3294,jogging,जॉगिंग
3295,himalaya,हिमालय
3296,god,गोद
3297,shikhar,शिखर
3298,career,करीर
3299,amey,अमेय
3300,yaar,यार
3301,amrutlal,अमृतलाल
3302,behram,बेहराम
3303,rey,रे
3304,maavi,मावी
3305,dayamni,दयामयी
3306,bekaraar,बेकरार
3307,comfort,कर्फस्ट
3308,fredrick,फ्रेडरिक
3309,willhem,विल्हेम
3310,butaari,बुटारी
3311,derek,डेरेक
3312,pringal,प्रिंगल
3313,akshaya,अक्षया
3314,british,ब्रिटिश
3315,book,बुक
3316,ansaar,अंसार
3317,pragun,प्रगुन
3318,kerasiolo,केरासिओलो
3319,gyaniji,ज्ञानीजी
3320,indifetijbal,इंडिफेटिजेबल
3321,anta,अंता
3322,mehboobnagar,महबूबनगर
3323,frontier,फ्रंटियर
3324,greg,ग्रेग
3325,thomas,थॉमस
3326,bheemsen,भीमसेन
3327,anilatmaj,अनिलात्मज
3328,ganpati,गणपति
3329,fatah,फतह
3330,tower,टॉवर
3331,tipper,टिपर
3332,churk,चर्क
3333,tekla,टेक्ला
3334,josh,जोंस
3335,manmauji,मनमौजी
3336,bob,बॉब
3337,wolmer,वूल्मर
3338,asali,असली
3339,haber,हंबर
3340,fotser,फोर्ट्‍स
3341,nira,नीरा
3342,nanda,नंदा
3343,bachar,बैचर
3344,cruz,क्रुज़
3345,swarniyam,स्वर्णिम
3346,ferock,फेरोक
3347,pathanaamthits,पथानामथीट्‍टा
3348,daata,दाता
3349,balraj,बलराज
3350,kabir,कबीर
3351,kalyandi,कल्याणी
3352,telis,टेलिस
3353,patrons,पेट्रोनस
3354,saat,सात
3355,samundar,समुंदर
3356,paar,पार
3357,goa,गोवा
3358,vasi,वसी
3359,nartki,नर्तकी
3360,pentasoft,पेंटासॉफ़्ट
3361,republic,रिपब्लिक
3362,akhila,अखिला
3363,relice,रैलिस
3364,nazir,नज़ीर
3365,shabbir,शब्बीर
3366,trayse,ट्रेसी
3367,anjni,अंजनी
3368,harvey,हार्वी
3369,mathura,मथुरा
3370,bhuwaneshwar,भुवनेस्वरी
3371,hindu,हिन्दू
3372,boxing,बॉक्सिंग
3373,yajik,याज्ञिक
3374,allemande,एलेमैंड
3375,seri,सेरी
3376,halwani,हलवानी
3377,chitrarath,चित्ररथ
3378,pranab,प्रणव
3379,allahabad,अलाहाबाद
3380,city,सिटी
3381,kirayedar,किराएदार
3382,dingwahi,दिंगवाही
3383,waun,वॉन
3384,newman,न्युमेन
3385,theory,थ्योरी
3386,restling,रेस्लिंग
3387,badsah,बादशाह
3388,fahmida,फहमीदा
3389,fliss,फ्लीस
3390,chaudhary,चौधरी
3391,bhalvan,भल्वान
3392,homar,होमर
3393,sunindni,सुनन्दिनी
3394,aaradhna,आराधना
3395,maayrila,मायरिला
3396,copergaavkar,कोपरगाँवकर
3397,iccha,इच्छा
3398,gailiya,गैलिया
3399,pujit,पुजित
3400,bansilal,बंसीलाल
3401,apaik,अपैक
3402,cent,सेंट
3403,louis,लुइस
3404,dain,डाएन
3405,bootenberg,वूटेनबर्ग
3406,jaan,जान
3407,johns,जॉन्‍स
3408,schook,स्कूल
3409,chandigarh,चंडीगढ़
3410,amrashri,अमराश्री
3411,kuvleshat,कुवलेशय
3412,bisoh,बिसौ
3413,bush,बुश
3414,dogaal,डॉगल
3415,gotegoan,गोटेगांव
3416,thanda,ठंडा
3417,burj,बुर्ज
3418,loss,लॉस
3419,mamorls,मार्मोल्स
3420,girik,गिरिक
3421,fanda,फंदा
3422,amerilease,एमेरीलिस
3423,jammu,जम्मू
3424,kashmir,कश्मीर
3425,pahva,पहवा
3426,dawood,दावूद
3427,gayle,गेल
3428,cricket,क्रिकेट
3429,reservior,रिज़रवायर
3430,kilti,कील्टी
3431,kanchan,कंचना
3432,firoz,फिरोज़ा
3433,rashid,रशीद
3434,vaasveya,वासवेय
3435,chandrakin,चंद्रकिन
3436,liknostatis,ल‍िक्नोस्टेट‍िस
3437,custordvele,कर्सटडक्वैले
3438,mansoor,मंसूर
3439,ghorpuri,घोरपुरी
3440,leynge,लेंगे
3441,ham,हम
3442,sonia,सोनिया
3443,ramprakash,रामप्रकाश
3444,tarzan,टार्ज़न
3445,ron,रॉन
3446,headley,हेडले
3447,washington,वॉशिंगटन
3448,ankai,अंकाई
3449,xanthic,पीताभ
3450,jacqueline,जैकलिन
3451,satija,सतीजा
3452,tevaratan,टेवारटन
3453,trophy,ट्रॉफी
3454,ruma,रूमा
3455,teckfhaith,टेकफ़ेथ
3456,wireless,वायरलेस
3457,technology,टेक्नोलॉजी
3458,pola,पौला
3459,summerside,समरसाइड
3460,reni,रेनी
3461,sataha,सतह
3462,say,से
3463,uththa,उठता
3464,feris,फेरिस
3465,puniya,पूनिया
3466,aatman,आत्मन
3467,suresh,सुरेश
3468,raayna,रायना
3469,darbhanga,दरभंगा
3470,sudip,सुदीप
3471,bandna,बन्दना
3472,pila,पीला
3473,haseena,हसीना
3474,baneirghatta,बानेरघटटा
3475,streng,स्ट्रेंग
3476,manmohan,मनमोहन
3477,abdur,अब्दुर
3478,rasheed,रशीद
3479,ayatullah,अयातुल्लाह
3480,khomeni,खोमेनी
3481,maikejan,मैकेज़न
3482,galil,गलिल
3483,ethan,एथन
3484,alan,ऐलन
3485,poojari,पुजारी
3486,jindgani,ज़िंदगानी
3487,drednot,ड्रेडनॉट
3488,limedgaad,लैंडगार्ड
3489,foord,फोर्ट
3490,magna,मगना
3491,goovar,गॉवर
3492,oshiyaana,ओशिएना
3493,munich,मुनिच
3494,c,री
3495,margo,मार्गो
3496,karib,कैरिब
3497,koyal,कोयल
3498,memorial,मेमोरियल
3499,emberlin,एम्बरलीन
3500,jagdip,जगदिप
3501,afternoon,आफ्टरनून
3502,rakesh,राकेश
3503,judge,जज्ज
3504,matindas,मतीनदास
3505,mang,माँग
3506,rahi,रही
3507,balidan,बलिदान
3508,fastses,फॉस्टस
3509,sharabi,शराबी
3510,reedout,रिडाउट
3511,taillort,टैलार्ट
3512,dharmabad,धर्माबाद
3513,bensonvhale,बेनसोन्व्हले
3514,convent,कॉन्व्हेन्ट
3515,raheela,रहीला
3516,sudhakar,सुधाकर
3517,galaxosmithcline,गलैक्सोस्मिथक्लाइन
3518,lethiya,लेथिया
3519,hanipha,हनीफाह
3520,annoy,अनाउ
3521,timedoyun,टाइमडोयून
3522,nupesh,नृपेश
3523,akalmand,अकलमंद
3524,cura,क्युरा
3525,boat,नाव
3526,allen,एलेन
3527,seth,सेठ
3528,mukand,मुकुंद
3529,red,लाल
3530,intermediate,इंटर
3531,gaziabad,गाज़ियाबाद
3532,musieam,म्युज़ियम
3533,mungal,मंगला
3534,gouri,गौरी
3535,coalmine,कोलमैन
3536,bepnaah,बेपनाह
3537,harison,हैरिसन
3538,rujuta,ऋजुता
3539,zaher,ज़हूर
3540,ilahi,इलाही
3541,dujnah,दुजनाह
3542,shemertevo,शेर्मटयेवो
3543,khalik,खलीक
3544,lower,लोवर
3545,nirar,निरार
3546,jeporijiaan,ज़ैपोरीज़िआन
3547,sich,सिच
3548,kresent,क्रेसेंट
3549,ustra,युस्रा
3550,khamosh,खामोश
3551,sipahi,सिपाही
3552,mudra,मुद्रा
3553,echo,ईको
3554,mountain,माउंटन
3555,kaalindi,कालिन्दी
3556,drawing,ड्रॉइंग
3557,alisha,अलिशा
3558,milton,मिल्टन
3559,small,स्मॉल
3560,lehri,लहरी
3561,lala,लाला
3562,osakka,ओसाका
3563,heyo,हेयो
3564,deyl,डेल
3565,aadari,आइरी
3566,lukas,लुकास
3567,leela,लीला
3568,anbar,अनबर
3569,akhriyaar,अख्तियार
3570,karmel,कारमेल
3571,kanvent,कॉन्‍वेंट
3572,iskool,स्कूल
3573,chandigad,चंडीगढ़
3574,viewkus,व्युक्स
3575,jain,जेन
3576,fonda,फ़ोंडा
3577,aacha,अच्छा
3578,bura,बुरा
3579,malaga,मलागा
3580,huma,हुमा
3581,matwale,मतवाले
3582,rajya,राज्य
3583,rebon,रेबन
3584,madurai,मदुरै
3585,mairon,मायरॉन
3586,bankonsteen,बेन्कनस्टीन
3587,cachopa,केचोपा
3588,bhagwanpur,भगवानपुर
3589,dopin,डॉपिन
3590,dharmdeep,धरमदीप
3591,rial,रियाल
3592,bhosle,भोसले
3593,atmanand,आत्मानंद
3594,annigeri,अन्नीगेरी
3595,sparviero,स्पारविएरो
3596,dharmpal,धर्मपाल
3597,mahavat,महावत
3598,mujammil,मुज़्ज़म्मिल
3599,stoo,स्टू
3600,gunayan,गुनायन
3601,manna,मनना
3602,topeka,टोपेका
3603,bible,बायबल
3604,bsbs,बसबस
3605,raamasakhaa,रामसखा
3606,cronos,क्रॉनोस
3607,yeh,ये
3608,woh,वो
3609,nahi,नहीं
3610,cheri,चेरी
3611,alima,अलीमा
3612,balaghat,बालाघाट
3613,likhansaar,लिखणसार
3614,kleem,कलीम
3615,chandni,चाँदनी
3616,serau,सिर्रा
3617,pedro,पेड्रो
3618,matir,मार्टिर
3619,adled,एडेलेड
3620,senator,सेन्टर
3621,edi,ईदी
3622,advaki,अद्‍वाकी
3623,alpha,अल्फा
3624,dak,डाक
3625,masjid,मस्जिद
3626,electricite,इलेक्ट्रीसाइट
3627,frans,फ़्रांस
3628,rajnandgaon,राजनन्दगाँव
3629,vishwamitra,विश्वामित्र
3630,jouhikko,जोहिक्को
3631,lokadi,लोकादि
3632,draupadi,द्रौपदी
3633,vastra,वस्त्र
3634,haran,हरण
3635,aansu,आँसू
3636,muskaan,मुस्कान
3637,dehshat,दहशत
3638,balj,बल्ज
3639,kaisikal,कैस्किल
3640,oblesh,ओबलेश
3641,singla,सिंगला
3642,fougt,फॉड
3643,sabiyuiteen,शफीउद्दीन
3644,ahamat,अहमद
3645,maintir,मंदिर
